model_key,language,language_name,prompt_id,seed,generated_success,image_path,runtime_seconds,observation,image_exists,success_and_file,status
dreamshaper8,en,English,S01_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S01_base_seed2026051801_00001_.png,88.803,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,en,English,S01_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S01_base_seed2026051802_00001_.png,4.028,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,en,English,S01_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S01_attribute_swap_seed2026051801_00001_.png,4.031,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,en,English,S01_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S01_attribute_swap_seed2026051802_00001_.png,4.021,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,en,English,S02_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S02_word_order_seed2026051801_00001_.png,4.024,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,en,English,S02_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S02_word_order_seed2026051802_00001_.png,4.027,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,en,English,S03_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S03_base_seed2026051801_00001_.png,89.101,generated,True,True,SUCCESS
dreamshaper8,en,English,S03_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S03_base_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,en,English,S04_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S04_word_order_seed2026051801_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,en,English,S04_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S04_word_order_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,en,English,S05_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S05_base_seed2026051801_00001_.png,4.03,generated,True,True,SUCCESS
dreamshaper8,en,English,S05_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S05_base_seed2026051802_00001_.png,4.02,generated,True,True,SUCCESS
dreamshaper8,en,English,S05_quantity_shift,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S05_quantity_shift_seed2026051801_00001_.png,4.025,generated,True,True,SUCCESS
dreamshaper8,en,English,S05_quantity_shift,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S05_quantity_shift_seed2026051802_00001_.png,4.023,generated,True,True,SUCCESS
dreamshaper8,en,English,S06_quantity_shift,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S06_quantity_shift_seed2026051801_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,en,English,S06_quantity_shift,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S06_quantity_shift_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,en,English,S07_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S07_attribute_swap_seed2026051801_00001_.png,4.023,generated,True,True,SUCCESS
dreamshaper8,en,English,S07_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S07_attribute_swap_seed2026051802_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,en,English,S08_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S08_word_order_seed2026051801_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,en,English,S08_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S08_word_order_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,en,English,S09_negation_rephrase,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S09_negation_rephrase_seed2026051801_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,en,English,S09_negation_rephrase,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S09_negation_rephrase_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,en,English,S10_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S10_base_seed2026051801_00001_.png,4.022,generated,True,True,SUCCESS
dreamshaper8,en,English,S10_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/en/S10_base_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S01_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S01_base_seed2026051801_00001_.png,4.028,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,zh,Chinese,S01_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S01_base_seed2026051802_00001_.png,4.02,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,zh,Chinese,S01_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S01_attribute_swap_seed2026051801_00001_.png,4.029,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,zh,Chinese,S01_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S01_attribute_swap_seed2026051802_00001_.png,4.023,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,zh,Chinese,S02_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S02_word_order_seed2026051801_00001_.png,4.025,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,zh,Chinese,S02_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S02_word_order_seed2026051802_00001_.png,4.022,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,zh,Chinese,S03_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S03_base_seed2026051801_00001_.png,4.032,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S03_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S03_base_seed2026051802_00001_.png,4.03,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S04_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S04_word_order_seed2026051801_00001_.png,4.025,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S04_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S04_word_order_seed2026051802_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S05_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S05_base_seed2026051801_00001_.png,4.03,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S05_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S05_base_seed2026051802_00001_.png,4.03,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S05_quantity_shift,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S05_quantity_shift_seed2026051801_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S05_quantity_shift,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S05_quantity_shift_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S06_quantity_shift,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S06_quantity_shift_seed2026051801_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S06_quantity_shift,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S06_quantity_shift_seed2026051802_00001_.png,4.026,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S07_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S07_attribute_swap_seed2026051801_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S07_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S07_attribute_swap_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S08_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S08_word_order_seed2026051801_00001_.png,4.025,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S08_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S08_word_order_seed2026051802_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S09_negation_rephrase,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S09_negation_rephrase_seed2026051801_00001_.png,4.03,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S09_negation_rephrase,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S09_negation_rephrase_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S10_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S10_base_seed2026051801_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,zh,Chinese,S10_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/zh/S10_base_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S01_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S01_base_seed2026051801_00001_.png,4.03,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,hi,Hindi,S01_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S01_base_seed2026051802_00001_.png,4.026,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,hi,Hindi,S01_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S01_attribute_swap_seed2026051801_00001_.png,4.03,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,hi,Hindi,S01_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S01_attribute_swap_seed2026051802_00001_.png,4.029,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,hi,Hindi,S02_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S02_word_order_seed2026051801_00001_.png,4.031,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,hi,Hindi,S02_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S02_word_order_seed2026051802_00001_.png,4.02,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,hi,Hindi,S03_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S03_base_seed2026051801_00001_.png,4.035,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S03_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S03_base_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S04_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S04_word_order_seed2026051801_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S04_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S04_word_order_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S05_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S05_base_seed2026051801_00001_.png,4.033,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S05_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S05_base_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S05_quantity_shift,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S05_quantity_shift_seed2026051801_00001_.png,4.031,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S05_quantity_shift,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S05_quantity_shift_seed2026051802_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S06_quantity_shift,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S06_quantity_shift_seed2026051801_00001_.png,4.026,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S06_quantity_shift,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S06_quantity_shift_seed2026051802_00001_.png,4.023,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S07_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S07_attribute_swap_seed2026051801_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S07_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S07_attribute_swap_seed2026051802_00001_.png,4.021,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S08_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S08_word_order_seed2026051801_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S08_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S08_word_order_seed2026051802_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S09_negation_rephrase,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S09_negation_rephrase_seed2026051801_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S09_negation_rephrase,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S09_negation_rephrase_seed2026051802_00001_.png,4.024,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S10_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S10_base_seed2026051801_00001_.png,4.022,generated,True,True,SUCCESS
dreamshaper8,hi,Hindi,S10_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/hi/S10_base_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,es,Spanish,S01_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S01_base_seed2026051801_00001_.png,4.026,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,es,Spanish,S01_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S01_base_seed2026051802_00001_.png,4.029,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,es,Spanish,S01_attribute_swap,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S01_attribute_swap_seed2026051801_00001_.png,4.026,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,es,Spanish,S01_attribute_swap,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S01_attribute_swap_seed2026051802_00001_.png,4.03,generated|resume_reused_existing,True,True,SUCCESS
dreamshaper8,es,Spanish,S02_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S02_word_order_seed2026051801_00001_.png,4.029,generated,True,True,SUCCESS
dreamshaper8,es,Spanish,S02_word_order,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S02_word_order_seed2026051802_00001_.png,4.028,generated,True,True,SUCCESS
dreamshaper8,es,Spanish,S03_base,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S03_base_seed2026051801_00001_.png,4.03,generated,True,True,SUCCESS
dreamshaper8,es,Spanish,S03_base,2026051802,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S03_base_seed2026051802_00001_.png,4.027,generated,True,True,SUCCESS
dreamshaper8,es,Spanish,S04_word_order,2026051801,True,PROJECT_ROOT/experiments_supplementary_models_20260520_1717/generated/dreamshaper8/dreamshaper8/es/S04_word_order_seed2026051801_00001_.png,4.03,generated,True,True,SUCCESS
